Region	RegionUID	OperatingUnit	OperatingUnitUID	CountryName	SNU1	SNU1Uid	PSNU	PSNUuid	SNUPrioritization	typeMilitary	MechanismUID	PrimePartner	FundingAgency	MechanismID	ImplementingMechanismName	dataElementUID	indicator	numeratorDenom	indicatorType	disaggregate	standardizedDisaggregate	categoryOptionComboUID	categoryOptionComboName	AgeAsEntered	AgeFine	AgeSemiFine	AgeCoarse	Sex	resultStatus	otherDisaggregate	coarseDisaggregate	modality	isMCAD	FY2017_TARGETS	FY2017Q1	FY2017Q2	FY2017Q3	FY2017Q4	FY2017APR	FY2018_TARGETS	FY2018Q1	FY2018Q2
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	ifqUg8hufqa	LAB_PTCQI	N	Not Applicable	Lab/PT	Lab/PT	oXNvAdTPZXb	Lab Testing - CD4, PT - Participate and passed last round							Lab Testing - CD4 PT - Participate and passed last round			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	mJONpM4NS83	LAB_PTCQI	N	Not Applicable	Lab/CQI	Lab/CQI	NW9C5LxQSaw	Lab Testing - TB AFB, LAB_CQI - Audited but not accredited							Lab Testing - TB AFB LAB_CQI - Audited but not accredited			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	ifqUg8hufqa	LAB_PTCQI	N	Not Applicable	Lab/PT	Lab/PT	LxXClsdXZgg	Lab Testing - CD4, PT - Testing with no participation							Lab Testing - CD4 PT - Testing with no participation			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	mJONpM4NS83	LAB_PTCQI	N	Not Applicable	Lab/CQI	Lab/CQI	w97PFBrriFb	Lab Testing - CD4, LAB_CQI - Testing with no participation							Lab Testing - CD4 LAB_CQI - Testing with no participation			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	ifqUg8hufqa	LAB_PTCQI	N	Not Applicable	Lab/PT	Lab/PT	kU09A3lqJDR	Lab Testing - CD4, PT - Participate but did not pass last round							Lab Testing - CD4 PT - Participate but did not pass last round			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	mJONpM4NS83	LAB_PTCQI	N	Not Applicable	Lab/CQI	Lab/CQI	EUngOIhkk2K	Lab Testing - CD4, LAB_CQI - Participate but not audited							Lab Testing - CD4 LAB_CQI - Participate but not audited			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	mJONpM4NS83	LAB_PTCQI	N	Not Applicable	Lab/CQI	Lab/CQI	xk7MyebpXBb	Lab Testing - Other Testing, LAB_CQI - Audited but not accredited							Lab Testing - Other Testing LAB_CQI - Audited but not accredited			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	bHk1JDK2258	LAB_PTCQI	N	Not Applicable	POCT/PT	POCT/PT	FmtEs0FhrI3	Lab Testing - HIV Serology/Diagnostic, PT - Participate and passed last round							Lab Testing - HIV Serology/Diagnostic PT - Participate and passed last round			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	ifqUg8hufqa	LAB_PTCQI	N	Not Applicable	Lab/PT	Lab/PT	og3bd0Ph8nj	Lab Testing - Other Testing, PT - Testing with no participation							Lab Testing - Other Testing PT - Testing with no participation			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	ifqUg8hufqa	LAB_PTCQI	N	Not Applicable	Lab/PT	Lab/PT	ro8CgNFng17	Lab Testing - TB AFB, PT - Participate and passed last round							Lab Testing - TB AFB PT - Participate and passed last round			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	ifqUg8hufqa	LAB_PTCQI	N	Not Applicable	Lab/PT	Lab/PT	PMUw1K3ybr5	Lab Testing - Other Testing, PT - Participate and passed last round							Lab Testing - Other Testing PT - Participate and passed last round			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	mJONpM4NS83	LAB_PTCQI	N	Not Applicable	Lab/CQI	Lab/CQI	BC8M2tzZuzK	Lab Testing - TB AFB, LAB_CQI - Audited and fully accredited							Lab Testing - TB AFB LAB_CQI - Audited and fully accredited			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	mJONpM4NS83	LAB_PTCQI	N	Not Applicable	Lab/CQI	Lab/CQI	PwYC0dYJTi0	Lab Testing - TB AFB, LAB_CQI - Participate but not audited							Lab Testing - TB AFB LAB_CQI - Participate but not audited			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	rt42RHCjuoD	LAB_PTCQI_CD4_CQI	N	Not Applicable	Total Numerator	Total Numerator	HllvX50cXC0	default										N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	Y2TfvpJTxgL	LAB_PTCQI_CD4_PT	N	Not Applicable	Total Numerator	Total Numerator	HllvX50cXC0	default										N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	MuZuLaJykIm	LAB_PTCQI_HIV_SerologyDiagnostic_POCT_PT	N	Not Applicable	Total Numerator	Total Numerator	HllvX50cXC0	default										N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	T54oSZqSGqD	LAB_PTCQI_LAB	N	Not Applicable	AccProgram	AccProgram	HllvX50cXC0	default										N							10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	r152cuAezPu	LAB_PTCQI_LAB	N	Not Applicable	HIV DiagnosisPerfTest	HIV DiagnosisPerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	uR4kIzE9CFd	LAB_PTCQI_LAB	N	Not Applicable	TBAFBPerfTest	TBAFBPerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	gMz9mX28sjU	LAB_PTCQI_LAB	N	Not Applicable	HIV ViralLdPerfTest	HIV ViralLdPerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	E5G45WEsBI0	LAB_PTCQI_LAB	N	Not Applicable	EIDPerfTest	EIDPerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	Q01HpIfx3Uh	LAB_PTCQI_LAB	N	Not Applicable	DoesNotMeetAcc	DoesNotMeetAcc	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	NXSh9wXd4di	LAB_PTCQI_LAB	N	Not Applicable	TB CulturePerfTest	TB CulturePerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	jQmZTRwKkvF	LAB_PTCQI_LAB	N	Not Applicable	FullyAccredited	FullyAccredited	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	MQ6pjIWhpPk	LAB_PTCQI_LAB	N	Not Applicable	TB XpertPerfTest	TB XpertPerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	e1zWNUE6cx7	LAB_PTCQI_Other_Testing_CQI	N	Not Applicable	Total Numerator	Total Numerator	HllvX50cXC0	default										N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	JDHfzGRytfH	LAB_PTCQI_Other_Testing_PT	N	Not Applicable	Total Numerator	Total Numerator	HllvX50cXC0	default										N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	WUccyXmPri1	LAB_PTCQI_POCT	N	Not Applicable	HIV ViralLdPerfTest	HIV ViralLdPerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	UeSp2WI7VZX	LAB_PTCQI_POCT	N	Not Applicable	HIVRTParticipPT	HIVRTParticipPT	HllvX50cXC0	default										N							10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	zZ6GlxKZQcQ	LAB_PTCQI_POCT	N	Not Applicable	EIDPerfTest	EIDPerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	MFOrDk3LiNQ	LAB_PTCQI_POCT	N	Not Applicable	TB XpertPerfTest	TB XpertPerfTest	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	oAl41V25E5t	LAB_PTCQI_POCT	N	Not Applicable	AccProgram	AccProgram	HllvX50cXC0	default										N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	eCQiox4l9bG	LAB_PTCQI_POCT	N	Not Applicable	HIVRTPerfTest	HIVRTPerfTest	HllvX50cXC0	default										N							10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	JoGMzmzfBIO	LAB_PTCQI_POCT	N	Not Applicable	HIVRTPassPT	HIVRTPassPT	HllvX50cXC0	default										N							10		
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	sqEj0fVWEpT	LAB_PTCQI_TB_AFB_CQI	N	Not Applicable	Total Numerator	Total Numerator	HllvX50cXC0	default										N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The North	Nwedavx1iKP	The North	Nwedavx1iKP	5 - Centrally Supported		""	Stark	HHS/CDC	80001	Stark	v9hTOuIbV9B	LAB_PTCQI_TB_AFB_PT	N	Not Applicable	Total Numerator	Total Numerator	HllvX50cXC0	default										N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Vale of Arryn	MqNQ05ZIeV2	The Vale of Arryn	MqNQ05ZIeV2	2 - Scale-Up: Aggressive		""	Turncloak	USAID	80002	Turncloak	x0qTD4eEKoS	SC_STOCK	N	DSD	ObservedCommodity	ObservedCommodity	FsVyz3CsO23	Other Commodities							Other Commodities			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Vale of Arryn	MqNQ05ZIeV2	The Vale of Arryn	MqNQ05ZIeV2	2 - Scale-Up: Aggressive		""	Turncloak	USAID	80002	Turncloak	FDlLTtGvb6d	SC_STOCK	D	DSD	ObservedCommodity	ObservedCommodity	f1MsjgHEA1F	OI Drugs							OI Drugs			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Vale of Arryn	MqNQ05ZIeV2	The Vale of Arryn	MqNQ05ZIeV2	2 - Scale-Up: Aggressive		""	Turncloak	USAID	80002	Turncloak	FDlLTtGvb6d	SC_STOCK	D	DSD	ObservedCommodity	ObservedCommodity	FsVyz3CsO23	Other Commodities							Other Commodities			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Vale of Arryn	MqNQ05ZIeV2	The Vale of Arryn	MqNQ05ZIeV2	2 - Scale-Up: Aggressive		""	Turncloak	USAID	80002	Turncloak	FDlLTtGvb6d	SC_STOCK	D	DSD	ObservedCommodity	ObservedCommodity	xQzCIqxQrOD	Rapid Test Kit							Rapid Test Kit			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Vale of Arryn	MqNQ05ZIeV2	The Vale of Arryn	MqNQ05ZIeV2	2 - Scale-Up: Aggressive		""	Turncloak	USAID	80002	Turncloak	x0qTD4eEKoS	SC_STOCK	N	DSD	ObservedCommodity	ObservedCommodity	f1MsjgHEA1F	OI Drugs							OI Drugs			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Vale of Arryn	MqNQ05ZIeV2	The Vale of Arryn	MqNQ05ZIeV2	2 - Scale-Up: Aggressive		""	Turncloak	USAID	80002	Turncloak	x0qTD4eEKoS	SC_STOCK	N	DSD	ObservedCommodity	ObservedCommodity	ghnHGxQGzsU	First Line ARV							First Line ARV			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Vale of Arryn	MqNQ05ZIeV2	The Vale of Arryn	MqNQ05ZIeV2	2 - Scale-Up: Aggressive		""	Turncloak	USAID	80002	Turncloak	FDlLTtGvb6d	SC_STOCK	D	DSD	ObservedCommodity	ObservedCommodity	ghnHGxQGzsU	First Line ARV							First Line ARV			N					20	20			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Vale of Arryn	MqNQ05ZIeV2	The Vale of Arryn	MqNQ05ZIeV2	2 - Scale-Up: Aggressive		""	Turncloak	USAID	80002	Turncloak	x0qTD4eEKoS	SC_STOCK	N	DSD	ObservedCommodity	ObservedCommodity	xQzCIqxQrOD	Rapid Test Kit							Rapid Test Kit			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	XL1jnbmgXje	HRH_CURR	N	DSD	CadreCategory/FinancialSupport	CadreCategory/FinancialSupport	Ktp5As6zWxl	Management, Salary							Management Salary			N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	XL1jnbmgXje	HRH_CURR	N	DSD	CadreCategory/FinancialSupport	CadreCategory/FinancialSupport	z8uoJOcMd8n	Lay, Stipend							Lay Stipend			N					30	30			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	MnLMpQdIWQ3	HRH_CURR	N	DSD	Total Numerator	Total Numerator	HllvX50cXC0	default										N					30	30			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	s8n8lF9knTC	HRH_CURR_LayCadre	N	DSD	Total Numerator	Total Numerator	HllvX50cXC0	default										N					30	30			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	GNo9UtaeaYK	HRH_CURR_ManagementCadre	N	DSD	Total Numerator	Total Numerator	HllvX50cXC0	default										N					10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	dkPSsG6LjSa	HRH_CURR_SiteLevel	N	DSD	Total Numerator	Total Numerator	HllvX50cXC0	default										N					30	30			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	d9vLyfqjcni	OVC_HIVSTAT	N	DSD	StatusNotRep	StatusNotRep	S3COLyZAeUY	Test Not Indicated							Test Not Indicated			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	d9vLyfqjcni	OVC_HIVSTAT	N	DSD	StatusNotRep	StatusNotRep	AHrA1WGs8Xg	Other Reasons							Other Reasons			N			1180		1450	1450			90
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	BoiTgHlqBmn	OVC_HIVSTAT	N	DSD	ReportedStatus	ReportedStatus	fIB4ouSgQJ4	Negative						Negative				N			1320		1300	1300			770
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	b92twVD6hUk	OVC_HIVSTAT	N	DSD	StatusPosART	StatusPosART	awivTRkBbyu	Not Receiving ART							Not Receiving ART			N									
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	Ogdhs4BW4ts	OVC_HIVSTAT	N	DSD	Total Numerator	Total Numerator	HllvX50cXC0	default										N			2500		2750	2750			860
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	b92twVD6hUk	OVC_HIVSTAT	N	DSD	StatusPosART	StatusPosART	qF6x7HjxsOf	Receiving ART							Receiving ART			N			10		10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	BoiTgHlqBmn	OVC_HIVSTAT	N	DSD	ReportedStatus	ReportedStatus	EOuF74nArxp	Positive						Positive				N			10		10	10			
The Known World	rsgfCo9eMmd	Westeros	ZTxJsumQ8ay	Westeros	The Riverlands	H4JVoH5GKxt	The Riverlands	H4JVoH5GKxt	4 - Sustained		""	Fire	USAID	80003	Fire	BoiTgHlqBmn	OVC_HIVSTAT	N	DSD	ReportedStatus	ReportedStatus	Iw6RtGyohue	Undisclosed to IP							Undisclosed to IP			N			1180		1450	1450			90
